Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Régularité;Commentaires
2015-09;Atlantique;PARIS MONTPARNASSE;QUIMPER;200;200;0;23;88.5;
2015-09;Atlantique;PARIS MONTPARNASSE;ST MALO;96;96;0;10;89.6;
2015-09;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;145;145;0;25;82.8;
2015-09;Nord;PARIS NORD;DOUAI;200;200;0;15;92.5;
2015-09;Nord;PARIS NORD;DUNKERQUE;254;254;0;11;95.7;
2015-09;Nord;PARIS NORD;LILLE;621;618;3;44;92.9;
2015-09;Nord;PARIS NORD;ARRAS;306;306;0;15;95.1;
2015-09;Atlantique;ST MALO;PARIS MONTPARNASSE;96;96;0;7;92.7;"Cette ligne a été touchée par les incidents suivants :
- 02/09 : panne d’un TER au Mans (7 trains touchés ; 436 minutes perdues)
- 03/09 : problème d’aiguillage à St Léger (LGV) (34 trains touchés ; 811 minutes perdues)
- 11/09 : heurt d’un sanglier vers St Arnoult (20 trains touchés ; 1231 minutes perdues)
- 24/09 : dérangement d’aiguillage à Laval (14 trains touchés ; 951 minutes perdues)
- 27/09 : accident de personne vers Vitré (14 trains touchés ; 1432 minutes perdues)"
2015-09;Atlantique;VANNES;PARIS MONTPARNASSE;237;237;0;20;91.6;"Cette ligne a été touchée par les incidents suivants :
- 02/09 : panne d’un TER au Mans (7 trains touchés ; 436 minutes perdues)
- 03/09 : problème d’aiguillage à St Léger (LGV) (34 trains touchés ; 811 minutes perdues)
- 11/09 : heurt d’un sanglier vers St Arnoult (20 trains touchés ; 1231 minutes perdues)
- 24/09 : dérangement d’aiguillage à Laval (14 trains touchés ; 951 minutes perdues)
- 27/09 : accident de personne vers Vitré (14 trains touchés ; 1432 minutes perdues)"
2015-10;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;459;454;5;41;91.0;
2015-10;Atlantique;ANGOULEME;PARIS MONTPARNASSE;353;353;0;36;89.8;
2015-10;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;680;678;2;64;90.6;"Outre les ralentissements liés à des zones de travaux pour la construction de la future Ligne à Grande Vitesse, cette ligne a été touchée par divers incidents :
Un dérangement affectant la voie entre Poitiers & Angoulême le 1/10 touche 13 trains pour 164 minutes,  un dérangement de signalisation sur la Ligne à Grande Vitesse le 2/10 retarde 14 TGV pour 524 minutes & même cause le 19/10 pour 12 TGV (279 minutes de retard en cumulé). 
Par ailleurs, une présomption de fuite de matières dangereuses sur un train d’une autre entreprise de transport ferroviaire le 10/10 à Angoulême touche 15 trains pour 1151 minutes & la défaillance d'un train de marchandises d'une autre entreprise de transport ferroviaire à Libourne le 13/10 retarde 8 trains pour 249 minutes. Une défaillance Matériel d’un train sur la Ligne à Grande Vitesse à Massy (en région parisienne) le 11/10 retarde  10 trains pour 222 minutes. Enfin, le heurt d'un animal vers Futuroscope le 7/10 retarde 9 trains pour 219 minutes;"
2015-10;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;195;195;0;27;86.2;
2015-10;Nord;DOUAI;PARIS NORD;205;205;0;33;83.9;
2015-10;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;223;223;0;11;95.1;
2015-10;Atlantique;LAVAL;PARIS MONTPARNASSE;237;237;0;16;93.2;Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).
2015-10;Nord;LILLE;MARSEILLE ST CHARLES;209;209;0;35;83.3;"Mois d'octobre particulièrement marqué par : 
- Un vol de câble à Sainghin le 30
- Un accident de personne à Grenay le 24   
- Quelques dérangements d'installation et des incidents matériels
- Une multitude de colis suspects et quelques personnes aux abords des voies"
2015-10;Nord;LYON PART DIEU;LILLE;277;277;0;84;69.7;"Mois d'octobre particulièrement marqué par : 
- Un vol de câble à Sainghin le 30
- Un accident de personne à Grenay le 24   
- Quelques dérangements d'installation et des incidents matériels
- Une multitude de colis suspects et quelques personnes aux abords des voies"
2015-10;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;445;442;3;31;93.0;
2015-10;Est;NANTES;STRASBOURG;45;45;0;1;97.8;
2015-10;Sud-Est;NICE VILLE;PARIS LYON;192;168;24;49;70.8;Les intempéries qui ont frappé la Côte d'Azur début octobre ont impacté la régularité de cette relation.
2015-10;Est;PARIS EST;NANCY;293;293;0;10;96.6;
2015-10;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;474;469;5;28;94.0;
2015-10;Sud-Est;PARIS LYON;PERPIGNAN;166;165;1;15;90.9;
2015-10;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;224;224;0;10;95.5;
2015-10;Atlantique;PARIS MONTPARNASSE;RENNES;551;551;0;38;93.1;Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).
2015-10;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;156;152;4;35;77.0;"Deux incidents majeurs sont survenus sur cette ligne: le heurt d'un camion par un TER le 21/10 avec d'importantes perturbations jusqu'au 23/10 & la sortie de voie d'un train de travaux entre Marmande & Agen le 31/10  (10 TGV retardés 17' à 2h47). A noter également, une zone de travaux entre Agen & Marmande entraîne des pertes de temps.
Par ailleurs, un dérangement affectant la voie entre Poitiers & Angoulême le 01/10 touche 13 trains pour 164 minutes,  un dérangement de signalisation sur la Ligne à Grande Vitesse le 02/10 retarde 14 TGV pour 524 minutes, même cause le 19/10 pour 12 TGV (279 minutes de retard cumulé). 
De plus, le heurt d'un animal vers Futuroscope le 07/10 retarde 9 trains pour 219 minutes, une présomption de fuite de matières dangereuses sur un train de marchandises d'une autre entreprise de transport ferroviaire à Angoulême le 10/10 touche 15 trains pour 1151 minutes & la défaillance Matériel d'un train de marchandises d'une autre entreprise de transport ferroviaire à Libourne le 13/10 retarde 8 trains pour 249 minutes.
Enfin, la défaillance Matériel d'un train sur la Ligne à Grande Vitesse à Massy (en région parisienne) le 11/10 retarde  10 trains pour 222 minutes."
2015-10;Atlantique;PARIS MONTPARNASSE;VANNES;224;224;0;13;94.2;Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).
2015-04;Nord;LILLE;PARIS NORD;580;579;1;50;91.4;
2015-04;Nord;LYON PART DIEU;LILLE;273;273;0;89;67.4;"Les principaux évènements survenus au mois d'avril sont :
3 accidents de personne : Marne la Vallée et Choisy le Roi le 05 ainsi que Vergeze le 30
Plusieurs heurts d'animaux  : Allan le 08, Fresnoy le 14 et Sully le 21
Des colis suspects à Roissy les 01 et 30
Défauts d'alimentations : à Cesseins le 07, Vennissieux le 10 et à Aix le 17
Dérangement d'installations : Oignies le 03, Montanay le 08 et Sathonay le 24
Des travaux importants sur la LGV  entrainant des limitations de vitesse, essentiellement à Ressons et Lapalud"
2015-04;Sud-Est;MACON LOCHE;PARIS LYON;198;198;0;20;89.9;
2015-04;Est;NANTES;STRASBOURG;55;55;0;4;92.7;
2015-04;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;212;212;0;12;94.3;
2015-04;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;446;446;0;44;90.1;
2015-04;Sud-Est;PARIS LYON;MONTPELLIER;342;341;1;47;86.2;3 heurts d'animaux sur ligne à grande vitesse et 2 accidents de personne ont généré des retards importants en Avril
2015-04;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;430;430;0;13;97.0;
2015-04;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;632;632;0;42;93.4;
2015-04;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;216;215;1;10;95.3;
2015-04;Atlantique;PARIS MONTPARNASSE;POITIERS;503;503;0;20;96.0;
2015-04;Atlantique;PARIS MONTPARNASSE;QUIMPER;200;200;0;8;96.0;
2015-04;Atlantique;PARIS MONTPARNASSE;RENNES;552;552;0;21;96.2;
2015-04;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;447;447;0;33;92.6;
2015-04;Nord;PARIS NORD;ARRAS;302;302;0;20;93.4;
2015-04;Atlantique;POITIERS;PARIS MONTPARNASSE;488;487;1;31;93.6;
2015-04;Atlantique;QUIMPER;PARIS MONTPARNASSE;221;221;0;5;97.7;
2015-04;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;428;428;0;45;89.5;
2015-04;Atlantique;TOURS;PARIS MONTPARNASSE;199;199;0;21;89.4;
2015-04;Atlantique;VANNES;PARIS MONTPARNASSE;245;245;0;5;98.0;
2015-05;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;455;454;1;27;94.1;
2015-05;Sud-Est;GRENOBLE;PARIS LYON;211;211;0;7;96.7;
2015-05;Est;METZ;PARIS EST;273;273;0;59;78.4;
2015-05;Sud-Est;MONTPELLIER;PARIS LYON;349;348;1;52;85.1;
2015-05;Sud-Est;PARIS LYON;ANNECY;138;100;38;15;85.0;
2015-05;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;201;201;0;6;97.0;
2015-05;Sud-Est;PARIS LYON;GRENOBLE;218;217;1;19;91.2;
2015-05;Sud-Est;PARIS LYON;MONTPELLIER;340;340;0;37;89.1;
2015-05;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;425;425;0;25;94.1;
2015-05;Atlantique;PARIS MONTPARNASSE;ANGOULEME;322;321;1;14;95.6;
2015-05;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;637;636;1;34;94.7;Cette ligne a été touchée par : un bruit en toiture entrainant un arrêt à St Léger d'un TGV le 05/05 (retarde 4 TGV de 121 minutes), heurt d'un animal sur la LGV le 12/05 (30 TGV soit 1799 minutes), une défaillance matérielle vers Massy le 18/05 (9 TGV soit 239 minutes), la fuite d'huile sur un transformateur d'un TGV vers Port de Piles le 27/05 ( 10 TGV soit 934 minutes), une disjonction sur la LGV le 25/05 (6 TGV soit 87 minutes) et un incident caténaire à Montmoreau le 29/05 (3 TGV , 119 minutes).
2015-05;Atlantique;PARIS MONTPARNASSE;BREST;212;212;0;11;94.8;Cette ligne a été retardée par : un accident de personne à Yvre-l'Evêque le 14/05 (15 TGV soit 1456 minutes), une disjonction sur la LGV le 25/05 (6 TGV soit 87 minutes), heurt d'un animal sur la LGV le 12/05 (30 TGV soit 1799 minutes) et heurt d'une voiture le 06/05 à Vitré (18 TGV soit 1704 minutes)
2015-05;Atlantique;PARIS MONTPARNASSE;POITIERS;502;501;1;26;94.8;
2015-05;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;441;441;0;32;92.7;
2015-05;Sud-Est;PERPIGNAN;PARIS LYON;155;155;0;30;80.6;
2015-05;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;110;110;0;13;88.2;
2015-05;Atlantique;ST MALO;PARIS MONTPARNASSE;105;105;0;5;95.2;Cette ligne a été retardée par : un accident de personne à Yvre-l'Evêque le 14/05 (15 TGV soit 1456 minutes), une disjonction sur la LGV le 25/05 (6 TGV soit 87 minutes), heurt d'un animal sur la LGV le 12/05 (30 TGV soit 1799 minutes) et heurt d'une voiture le 06/05 à Vitré (18 TGV soit 1704 minutes)
2015-05;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;424;423;1;32;92.4;
2015-05;Est;STRASBOURG;PARIS EST;452;452;0;29;93.6;
2015-05;Atlantique;TOURS;PARIS MONTPARNASSE;195;195;0;10;94.9;
2015-05;Atlantique;VANNES;PARIS MONTPARNASSE;232;232;0;14;94.0;
2015-06;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;452;452;0;54;88.1;
2015-06;Atlantique;ANGOULEME;PARIS MONTPARNASSE;328;326;2;46;85.9;
2015-06;Atlantique;LAVAL;PARIS MONTPARNASSE;228;228;0;17;92.5;"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn); le 9 un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
2015-06;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;215;214;1;24;88.8;
2015-06;Nord;LILLE;MARSEILLE ST CHARLES;207;206;1;65;68.4;"Toujours des travaux importants sur la LGV  entrainant des limitations de vitesse, essentiellement à Lapalud. Autres événements :
05/06 : plusieurs dérangements d'installations sur LGV Nord ainsi qu'à Lyon
08/06 : dérangements d'aiguilles à Arsy et à Sathonay 
13 et 15/06 : heurt de chevreuils sur LGV Nord
19:06 : panne d'une rame TGV avec rupture caténaire à Lunel
28/06 : colis suspects à Lille et Marseille + dérangement d'installation sur LGV SE
30/06 : vol de câble à Sainghin + effets de la chaleur
Pannes d'une  rame les 11, 13 ,  27, 30 juin"
2015-06;Nord;MARSEILLE ST CHARLES;LILLE;209;209;0;68;67.5;"Toujours des travaux importants sur la LGV  entrainant des limitations de vitesse, essentiellement à Lapalud. Autres événements :
05/06 : plusieurs dérangements d'installations sur LGV Nord ainsi qu'à Lyon
08/06 : dérangements d'aiguilles à Arsy et à Sathonay 
13 et 15/06 : heurt de chevreuils sur LGV Nord
19:06 : panne d'une rame TGV avec rupture caténaire à Lunel
28/06 : colis suspects à Lille et Marseille + dérangement d'installation sur LGV SE
30/06 : vol de câble à Sainghin + effets de la chaleur
Pannes d'une  rame les 11, 13 ,  27, 30 juin"
2015-06;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;435;435;0;46;89.4;
2015-06;Est;METZ;PARIS EST;289;289;0;45;84.4;
2015-06;Sud-Est;MULHOUSE VILLE;PARIS LYON;313;313;0;16;94.9;
2015-06;Est;NANTES;STRASBOURG;55;55;0;8;85.5;
2015-06;Sud-Est;NIMES;PARIS LYON;338;338;0;78;76.9;Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juin
2015-06;Est;PARIS EST;NANCY;288;288;0;17;94.1;
2015-06;Est;PARIS EST;REIMS;208;208;0;19;90.9;
2015-06;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;114;113;1;11;90.3;
2015-06;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;282;282;0;33;88.3;
2015-06;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;625;623;2;78;87.5;"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), 2 incendies aux abords des voies entre Droué et Vendôme le 25 (48TGV; 1826mn) et le 30 (30TGV; 1773mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn),  le 22 par le heurt de 2 chevreuils sur la branche sud de la ligne grande vitesse (15TGV; 328mn)"
2015-06;Atlantique;PARIS MONTPARNASSE;BREST;207;206;1;18;91.3;"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
2015-06;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;149;149;0;39;73.8;"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), 2 incendies aux abords des voies entre Droué et Vendôme le 25 (48TGV; 1826mn) et le 30 (30TGV; 1773mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn),  le 22 par le heurt de 2 chevreuils sur la branche sud de la ligne grande vitesse (15TGV; 328mn)"
2015-06;Atlantique;PARIS MONTPARNASSE;VANNES;217;217;0;32;85.3;"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
2015-06;Nord;PARIS NORD;DUNKERQUE;257;257;0;27;89.5;
2015-06;Nord;PARIS NORD;ARRAS;308;308;0;26;91.6;
2015-06;Atlantique;POITIERS;PARIS MONTPARNASSE;455;454;1;60;86.8;
2015-06;Atlantique;QUIMPER;PARIS MONTPARNASSE;213;213;0;17;92.0;"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
2015-06;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;109;109;0;8;92.7;
2015-06;Sud-Est;TOULON;PARIS LYON;243;243;0;64;73.7;Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juin
2015-07;Sud-Est;ANNECY;PARIS LYON;171;170;1;20;88.2;Un heurt d'animal sauvage et un envahissement des voies par des manifestants ont généré quelques retards importants en juillet
2015-07;Sud-Est;BELLEGARDE (AIN);PARIS LYON;229;229;0;23;90.0;
2015-07;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;683;676;7;115;83.0;"Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). Le heurt d'un poteau caténaire par une voiture à CHALAIS a perturbé la journée du 17/07 (21 TGV retardés de 11' à 4h52). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30)."
